"","GEOID","State","County","CountyPrevalence","TotalIDU","PercentIDU"
"1",1001,"AL","Autauga County",103,0,0
"2",1003,"AL","Baldwin County",282,0,0
"3",1005,"AL","Barbour County",97,0,0
"4",1007,"AL","Bibb County",37,0,0
"5",1009,"AL","Blount County",46,0,0
"6",1011,"AL","Bullock County",61,0,0
"7",1013,"AL","Butler County",45,0,0
"8",1015,"AL","Calhoun County",206,0,0
"9",1017,"AL","Chambers County",106,0,0
"10",1019,"AL","Cherokee County",20,0,0
"11",1021,"AL","Chilton County",36,0,0
"12",1023,"AL","Choctaw County",25,0,0
"13",1025,"AL","Clarke County",34,0,0
"14",1027,"AL","Clay County",22,0,0
"15",1029,"AL","Cleburne County",14,0,0
"16",1031,"AL","Coffee County",61,0,0
"17",1033,"AL","Colbert County",43,0,0
"18",1035,"AL","Conecuh County",28,0,0
"19",1037,"AL","Coosa County",14,0,0
"20",1039,"AL","Covington County",54,0,0
"21",1041,"AL","Crenshaw County",23,0,0
"22",1043,"AL","Cullman County",52,0,0
"23",1045,"AL","Dale County",112,0,0
"24",1047,"AL","Dallas County",140,0,0
"25",1049,"AL","Dekalb County",45,0,0
"26",1051,"AL","Elmore County",156,0,0
"27",1053,"AL","Escambia County",72,0,0
"28",1055,"AL","Etowah County",163,0,0
"29",1057,"AL","Fayette County",14,0,0
"30",1059,"AL","Franklin County",12,0,0
"31",1061,"AL","Geneva County",37,0,0
"32",1063,"AL","Greene County",28,0,0
"33",1065,"AL","Hale County",53,0,0
"34",1067,"AL","Henry County",24,0,0
"35",1069,"AL","Houston County",290,0,0
"36",1071,"AL","Jackson County",31,0,0
"37",1073,"AL","Jefferson County",3383,977,28.8796925805498
"38",1075,"AL","Lamar County",16,0,0
"39",1077,"AL","Lauderdale County",63,0,0
"40",1079,"AL","Lawrence County",24,0,0
"41",1081,"AL","Lee County",252,0,0
"42",1083,"AL","Limestone County",103,0,0
"43",1085,"AL","Lowndes County",56,0,0
"44",1087,"AL","Macon County",74,0,0
"45",1089,"AL","Madison County",663,0,0
"46",1091,"AL","Marengo County",29,0,0
"47",1093,"AL","Marion County",31,0,0
"48",1095,"AL","Marshall County",90,0,0
"49",1097,"AL","Mobile County",1732,0,0
"50",1099,"AL","Monroe County",41,0,0
"51",1101,"AL","Montgomery County",1343,0,0
"52",1103,"AL","Morgan County",138,0,0
"53",1105,"AL","Perry County",24,0,0
"54",1107,"AL","Pickens County",46,0,0
"55",1109,"AL","Pike County",98,0,0
"56",1111,"AL","Randolph County",16,0,0
"57",1113,"AL","Russell County",180,0,0
"58",1115,"AL","St. Clair County",105,0,0
"59",1117,"AL","Shelby County",256,0,0
"60",1119,"AL","Sumter County",32,0,0
"61",1121,"AL","Talladega County",178,0,0
"62",1123,"AL","Tallapoosa County",57,0,0
"63",1125,"AL","Tuscaloosa County",407,0,0
"64",1127,"AL","Walker County",78,0,0
"65",1129,"AL","Washington County",14,0,0
"66",1131,"AL","Wilcox County",18,0,0
"67",1133,"AL","Winston County",9,0,0
"68",2013,"AK","Aleutians East Borough",NA,0,NA
"69",2016,"AK","Aleutians West Census Area",NA,0,NA
"70",2020,"AK","Anchorage Municipality",NA,0,NA
"71",2050,"AK","Bethel Census Area",NA,0,NA
"72",2060,"AK","Bristol Bay Borough",NA,0,NA
"73",2068,"AK","Denali Borough",NA,0,NA
"74",2070,"AK","Dillingham Census Area",NA,0,NA
"75",2090,"AK","Fairbanks North Star Borough",NA,0,NA
"76",2100,"AK","Haines Borough",NA,0,NA
"77",2105,"AK","Hoonah-Angoon Census Area",NA,0,NA
"78",2110,"AK","Juneau City and Borough",NA,0,NA
"79",2122,"AK","Kenai Peninsula Borough",NA,0,NA
"80",2130,"AK","Ketchikan Gateway Borough",NA,0,NA
"81",2150,"AK","Kodiak Island Borough",NA,0,NA
"82",2158,"AK","Kusilvak Census Area",NA,0,NA
"83",2164,"AK","Lake And Peninsula Borough",NA,0,NA
"84",2170,"AK","Matanuska-Susitna Borough",NA,0,NA
"85",2180,"AK","Nome Census Area",NA,0,NA
"86",2185,"AK","North Slope Borough",NA,0,NA
"87",2188,"AK","Northwest Arctic Borough",NA,0,NA
"88",2195,"AK","Petersburg Borough",NA,0,NA
"89",2198,"AK","Prince of Wales-Hyder Census Area",NA,0,NA
"90",2220,"AK","Sitka City And Borough",NA,0,NA
"91",2230,"AK","Skagway Municipality",NA,0,NA
"92",2240,"AK","Southeast Fairbanks Census Area",NA,0,NA
"93",2261,"AK","Valdez-Cordova Census Area",NA,0,NA
"94",2275,"AK","Wrangell City And Borough",NA,0,NA
"95",2282,"AK","Yakutat City And Borough",NA,0,NA
"96",2290,"AK","Yukon-Koyukuk Census Area",NA,0,NA
"97",4001,"AZ","Apache County",111,0,0
"98",4003,"AZ","Cochise County",182,35,19.2307692307692
"99",4005,"AZ","Coconino County",126,16,12.6984126984127
"100",4007,"AZ","Gila County",43,0,0
"101",4009,"AZ","Graham County",23,0,0
"102",4011,"AZ","Greenlee County",9,0,0
"103",4012,"AZ","La Paz County",23,0,0
"104",4013,"AZ","Maricopa County",10478,1419,13.5426608131323
"105",4015,"AZ","Mohave County",235,29,12.3404255319149
"106",4017,"AZ","Navajo County",120,17,14.1666666666667
"107",4019,"AZ","Pima County",2354,349,14.8258283772302
"108",4021,"AZ","Pinal County",852,129,15.1408450704225
"109",4023,"AZ","Santa Cruz County",45,0,0
"110",4025,"AZ","Yavapai County",242,37,15.2892561983471
"111",4027,"AZ","Yuma County",263,44,16.7300380228137
"112",5001,"AR","Arkansas County",34,0,0
"113",5003,"AR","Ashley County",16,0,0
"114",5005,"AR","Baxter County",28,0,0
"115",5007,"AR","Benton County",253,50,19.7628458498024
"116",5009,"AR","Boone County",16,0,0
"117",5011,"AR","Bradley County",10,0,0
"118",5013,"AR","Calhoun County",12,0,0
"119",5015,"AR","Carroll County",59,0,0
"120",5017,"AR","Chicot County",32,5,15.625
"121",5019,"AR","Clark County",27,0,0
"122",5021,"AR","Clay County",13,0,0
"123",5023,"AR","Cleburne County",21,0,0
"124",5025,"AR","Cleveland County",11,0,0
"125",5027,"AR","Columbia County",33,0,0
"126",5029,"AR","Conway County",25,0,0
"127",5031,"AR","Craighead County",122,7,5.73770491803279
"128",5033,"AR","Crawford County",46,0,0
"129",5035,"AR","Crittenden County",205,95,46.3414634146341
"130",5037,"AR","Cross County",26,0,0
"131",5039,"AR","Dallas County",NA,0,NA
"132",5041,"AR","Desha County",20,0,0
"133",5043,"AR","Drew County",16,0,0
"134",5045,"AR","Faulkner County",137,23,16.7883211678832
"135",5047,"AR","Franklin County",12,0,0
"136",5049,"AR","Fulton County",9,0,0
"137",5051,"AR","Garland County",184,35,19.0217391304348
"138",5053,"AR","Grant County",20,0,0
"139",5055,"AR","Greene County",33,0,0
"140",5057,"AR","Hempstead County",17,0,0
"141",5059,"AR","Hot Spring County",68,7,10.2941176470588
"142",5061,"AR","Howard County",13,0,0
"143",5063,"AR","Independence County",34,0,0
"144",5065,"AR","Izard County",12,0,0
"145",5067,"AR","Jackson County",45,13,28.8888888888889
"146",5069,"AR","Jefferson County",275,80,29.0909090909091
"147",5071,"AR","Johnson County",11,0,0
"148",5073,"AR","Lafayette County",6,0,0
"149",5075,"AR","Lawrence County",7,0,0
"150",5077,"AR","Lee County",55,0,0
"151",5079,"AR","Lincoln County",40,5,12.5
"152",5081,"AR","Little River County",22,0,0
"153",5083,"AR","Logan County",15,0,0
"154",5085,"AR","Lonoke County",58,0,0
"155",5087,"AR","Madison County",20,0,0
"156",5089,"AR","Marion County",11,0,0
"157",5091,"AR","Miller County",98,13,13.265306122449
"158",5093,"AR","Mississippi County",74,25,33.7837837837838
"159",5095,"AR","Monroe County",13,0,0
"160",5097,"AR","Montgomery County",6,0,0
"161",5099,"AR","Nevada County",5,0,0
"162",5101,"AR","Newton County",8,0,0
"163",5103,"AR","Ouachita County",46,0,0
"164",5105,"AR","Perry County",5,0,0
"165",5107,"AR","Phillips County",48,0,0
"166",5109,"AR","Pike County",7,0,0
"167",5111,"AR","Poinsett County",19,0,0
"168",5113,"AR","Polk County",9,0,0
"169",5115,"AR","Pope County",46,0,0
"170",5117,"AR","Prairie County",13,0,0
"171",5119,"AR","Pulaski County",1736,381,21.9470046082949
"172",5121,"AR","Randolph County",7,0,0
"173",5123,"AR","St. Francis County",86,12,13.953488372093
"174",5125,"AR","Saline County",72,6,8.33333333333333
"175",5127,"AR","Scott County",6,0,0
"176",5129,"AR","Searcy County",5,0,0
"177",5131,"AR","Sebastian County",210,41,19.5238095238095
"178",5133,"AR","Sevier County",11,0,0
"179",5135,"AR","Sharp County",11,0,0
"180",5137,"AR","Stone County",10,0,0
"181",5139,"AR","Union County",118,52,44.0677966101695
"182",5141,"AR","Van Buren County",NA,0,NA
"183",5143,"AR","Washington County",297,46,15.4882154882155
"184",5145,"AR","White County",69,0,0
"185",5147,"AR","Woodruff County",6,0,0
"186",5149,"AR","Yell County",21,0,0
"187",6001,"CA","Alameda County",5354,1021,19.0698543145312
"188",6003,"CA","Alpine County",NA,0,NA
"189",6005,"CA","Amador County",47,0,0
"190",6007,"CA","Butte County",166,30,18.0722891566265
"191",6009,"CA","Calaveras County",36,0,0
"192",6011,"CA","Colusa County",NA,0,NA
"193",6013,"CA","Contra Costa County",2066,317,15.3436592449177
"194",6015,"CA","Del Norte County",18,0,0
"195",6017,"CA","El Dorado County",151,30,19.8675496688742
"196",6019,"CA","Fresno County",1654,205,12.3941958887545
"197",6021,"CA","Glenn County",9,0,0
"198",6023,"CA","Humboldt County",132,25,18.9393939393939
"199",6025,"CA","Imperial County",251,40,15.9362549800797
"200",6027,"CA","Inyo County",17,0,0
"201",6029,"CA","Kern County",1530,260,16.9934640522876
"202",6031,"CA","Kings County",146,18,12.3287671232877
"203",6033,"CA","Lake County",130,23,17.6923076923077
"204",6035,"CA","Lassen County",19,0,0
"205",6037,"CA","Los Angeles County",48170,5265,10.9300394436371
"206",6039,"CA","Madera County",165,33,20
"207",6041,"CA","Marin County",804,110,13.681592039801
"208",6043,"CA","Mariposa County",17,0,0
"209",6045,"CA","Mendocino County",160,22,13.75
"210",6047,"CA","Merced County",209,35,16.7464114832536
"211",6049,"CA","Modoc County",NA,0,NA
"212",6051,"CA","Mono County",5,0,0
"213",6053,"CA","Monterey County",622,123,19.7749196141479
"214",6055,"CA","Napa County",287,38,13.2404181184669
"215",6057,"CA","Nevada County",78,0,0
"216",6059,"CA","Orange County",6175,705,11.417004048583
"217",6061,"CA","Placer County",219,47,21.4611872146119
"218",6063,"CA","Plumas County",6,0,0
"219",6065,"CA","Riverside County",4758,508,10.67675493905
"220",6067,"CA","Sacramento County",3480,744,21.3793103448276
"221",6069,"CA","San Benito County",34,0,0
"222",6071,"CA","San Bernardino County",2886,586,20.3049203049203
"223",6073,"CA","San Diego County",11322,1323,11.6852146263911
"224",6075,"CA","San Francisco County",13506,542,4.01303124537243
"225",6077,"CA","San Joaquin County",1294,293,22.6429675425039
"226",6079,"CA","San Luis Obispo County",500,75,15
"227",6081,"CA","San Mateo County",1473,195,13.2382892057026
"228",6083,"CA","Santa Barbara County",558,97,17.3835125448029
"229",6085,"CA","Santa Clara County",2948,454,15.4002713704206
"230",6087,"CA","Santa Cruz County",433,54,12.4711316397229
"231",6089,"CA","Shasta County",175,26,14.8571428571429
"232",6091,"CA","Sierra County",NA,0,NA
"233",6093,"CA","Siskiyou County",37,0,0
"234",6095,"CA","Solano County",1115,177,15.8744394618834
"235",6097,"CA","Sonoma County",1209,140,11.5798180314309
"236",6099,"CA","Stanislaus County",558,91,16.3082437275986
"237",6101,"CA","Sutter County",72,0,0
"238",6103,"CA","Tehama County",35,0,0
"239",6105,"CA","Trinity County",11,0,0
"240",6107,"CA","Tulare County",308,54,17.5324675324675
"241",6109,"CA","Tuolumne County",38,0,0
"242",6111,"CA","Ventura County",918,144,15.6862745098039
"243",6113,"CA","Yolo County",218,36,16.5137614678899
"244",6115,"CA","Yuba County",46,10,21.7391304347826
"245",8001,"CO","Adams County",902,157,17.4057649667406
"246",8003,"CO","Alamosa County",12,0,0
"247",8005,"CO","Arapahoe County",1270,291,22.9133858267717
"248",8007,"CO","Archuleta County",10,0,0
"249",8009,"CO","Baca County",NA,0,NA
"250",8011,"CO","Bent County",NA,0,NA
"251",8013,"CO","Boulder County",428,62,14.4859813084112
"252",8014,"CO","Broomfield County",39,0,0
"253",8015,"CO","Chaffee County",8,0,0
"254",8017,"CO","Cheyenne County",NA,0,NA
"255",8019,"CO","Clear Creek County",18,0,0
"256",8021,"CO","Conejos County",NA,0,NA
"257",8023,"CO","Costilla County",NA,0,NA
"258",8025,"CO","Crowley County",13,0,0
"259",8027,"CO","Custer County",NA,0,NA
"260",8029,"CO","Delta County",14,0,0
"261",8031,"CO","Denver County",5738,495,8.62669919832694
"262",8033,"CO","Dolores County",NA,0,NA
"263",8035,"CO","Douglas County",184,7,3.80434782608696
"264",8037,"CO","Eagle County",64,0,0
"265",8039,"CO","Elbert County",17,0,0
"266",8041,"CO","El Paso County",779,112,14.3774069319641
"267",8043,"CO","Fremont County",124,0,0
"268",8045,"CO","Garfield County",53,0,0
"269",8047,"CO","Gilpin County",6,0,0
"270",8049,"CO","Grand County",11,0,0
"271",8051,"CO","Gunnison County",9,0,0
"272",8053,"CO","Hinsdale County",NA,0,NA
"273",8055,"CO","Huerfano County",6,0,0
"274",8057,"CO","Jackson County",NA,0,NA
"275",8059,"CO","Jefferson County",614,73,11.8892508143322
"276",8061,"CO","Kiowa County",NA,0,NA
"277",8063,"CO","Kit Carson County",NA,0,NA
"278",8065,"CO","Lake County",NA,0,NA
"279",8067,"CO","La Plata County",37,0,0
"280",8069,"CO","Larimer County",237,11,4.64135021097046
"281",8071,"CO","Las Animas County",13,0,0
"282",8073,"CO","Lincoln County",6,0,0
"283",8075,"CO","Logan County",9,0,0
"284",8077,"CO","Mesa County",114,5,4.3859649122807
"285",8079,"CO","Mineral County",NA,0,NA
"286",8081,"CO","Moffat County",8,0,0
"287",8083,"CO","Montezuma County",17,0,0
"288",8085,"CO","Montrose County",19,0,0
"289",8087,"CO","Morgan County",19,0,0
"290",8089,"CO","Otero County",10,0,0
"291",8091,"CO","Ouray County",NA,0,NA
"292",8093,"CO","Park County",18,0,0
"293",8095,"CO","Phillips County",NA,0,NA
"294",8097,"CO","Pitkin County",30,0,0
"295",8099,"CO","Prowers County",6,0,0
"296",8101,"CO","Pueblo County",167,35,20.9580838323353
"297",8103,"CO","Rio Blanco County",6,0,0
"298",8105,"CO","Rio Grande County",10,0,0
"299",8107,"CO","Routt County",15,0,0
"300",8109,"CO","Saguache County",7,0,0
"301",8111,"CO","San Juan County",NA,0,NA
"302",8113,"CO","San Miguel County",6,0,0
"303",8115,"CO","Sedgwick County",NA,0,NA
"304",8117,"CO","Summit County",43,0,0
"305",8119,"CO","Teller County",15,0,0
"306",8121,"CO","Washington County",NA,0,NA
"307",8123,"CO","Weld County",176,30,17.0454545454545
"308",8125,"CO","Yuma County",11,0,0
"309",9001,"CT","Fairfield County",2588,918,35.4714064914992
"310",9003,"CT","Hartford County",2815,815,28.9520426287744
"311",9005,"CT","Litchfield County",230,47,20.4347826086957
"312",9007,"CT","Middlesex County",272,73,26.8382352941176
"313",9009,"CT","New Haven County",3172,990,31.2105926860025
"314",9011,"CT","New London County",501,157,31.3373253493014
"315",9013,"CT","Tolland County",121,35,28.9256198347107
"316",9015,"CT","Windham County",194,45,23.1958762886598
"317",10001,"DE","Kent County",423,0,0
"318",10003,"DE","New Castle County",2086,0,0
"319",10005,"DE","Sussex County",633,0,0
"320",11001,"DC","District of Columbia",NA,NA,NA
"321",12001,"FL","Alachua County",961,349,36.3163371488033
"322",12003,"FL","Baker County",99,24,24.2424242424242
"323",12005,"FL","Bay County",436,155,35.5504587155963
"324",12007,"FL","Bradford County",70,17,24.2857142857143
"325",12009,"FL","Brevard County",1449,513,35.4037267080745
"326",12011,"FL","Broward County",18867,7235,38.3473790215721
"327",12013,"FL","Calhoun County",34,9,26.4705882352941
"328",12015,"FL","Charlotte County",315,117,37.1428571428571
"329",12017,"FL","Citrus County",205,54,26.3414634146341
"330",12019,"FL","Clay County",300,119,39.6666666666667
"331",12021,"FL","Collier County",883,398,45.0736126840317
"332",12023,"FL","Columbia County",339,128,37.7581120943953
"333",12027,"FL","DeSoto County",144,51,35.4166666666667
"334",12029,"FL","Dixie County",44,16,36.3636363636364
"335",12031,"FL","Duval County",5788,2554,44.1257774706289
"336",12033,"FL","Escambia County",1233,434,35.198702351987
"337",12035,"FL","Flagler County",168,58,34.5238095238095
"338",12037,"FL","Franklin County",21,0,0
"339",12039,"FL","Gadsden County",278,161,57.9136690647482
"340",12041,"FL","Gilchrist County",21,0,0
"341",12043,"FL","Glades County",77,17,22.0779220779221
"342",12045,"FL","Gulf County",31,9,29.0322580645161
"343",12047,"FL","Hamilton County",171,36,21.0526315789474
"344",12049,"FL","Hardee County",61,19,31.1475409836066
"345",12051,"FL","Hendry County",116,60,51.7241379310345
"346",12053,"FL","Hernando County",327,100,30.5810397553517
"347",12055,"FL","Highlands County",226,119,52.6548672566372
"348",12057,"FL","Hillsborough County",6504,2088,32.1033210332103
"349",12059,"FL","Holmes County",22,6,27.2727272727273
"350",12061,"FL","Indian River County",360,153,42.5
"351",12063,"FL","Jackson County",460,149,32.3913043478261
"352",12065,"FL","Jefferson County",145,26,17.9310344827586
"353",12067,"FL","Lafayette County",11,0,0
"354",12069,"FL","Lake County",828,262,31.6425120772947
"355",12071,"FL","Lee County",2035,864,42.4570024570025
"356",12073,"FL","Leon County",1195,524,43.8493723849372
"357",12075,"FL","Levy County",83,13,15.6626506024096
"358",12077,"FL","Liberty County",17,0,0
"359",12079,"FL","Madison County",145,52,35.8620689655172
"360",12081,"FL","Manatee County",1013,390,38.4995064165844
"361",12083,"FL","Marion County",1024,412,40.234375
"362",12085,"FL","Martin County",400,136,34
"363",12086,"FL","Miami-Dade County",25955,9551,36.7983047582354
"364",12087,"FL","Monroe County",581,84,14.4578313253012
"365",12089,"FL","Nassau County",110,13,11.8181818181818
"366",12091,"FL","Okaloosa County",395,135,34.1772151898734
"367",12093,"FL","Okeechobee County",128,54,42.1875
"368",12095,"FL","Orange County",7940,2333,29.3828715365239
"369",12097,"FL","Osceola County",1095,351,32.0547945205479
"370",12099,"FL","Palm Beach County",7836,4303,54.9132210311383
"371",12101,"FL","Pasco County",942,271,28.7685774946921
"372",12103,"FL","Pinellas County",4148,969,23.3606557377049
"373",12105,"FL","Polk County",2160,981,45.4166666666667
"374",12107,"FL","Putnam County",234,135,57.6923076923077
"375",12109,"FL","St. Johns County",317,121,38.1703470031546
"376",12111,"FL","St. Lucie County",1590,945,59.4339622641509
"377",12113,"FL","Santa Rosa County",267,86,32.2097378277154
"378",12115,"FL","Sarasota County",900,216,24
"379",12117,"FL","Seminole County",1099,305,27.7525022747953
"380",12119,"FL","Sumter County",251,82,32.6693227091633
"381",12121,"FL","Suwannee County",196,67,34.1836734693878
"382",12123,"FL","Taylor County",202,61,30.1980198019802
"383",12125,"FL","Union County",320,77,24.0625
"384",12127,"FL","Volusia County",1603,427,26.6375545851528
"385",12129,"FL","Wakulla County",114,28,24.5614035087719
"386",12131,"FL","Walton County",77,7,9.09090909090909
"387",12133,"FL","Washington County",165,35,21.2121212121212
"388",13001,"GA","Appling County",26,5,19.2307692307692
"389",13003,"GA","Atkinson County",16,0,0
"390",13005,"GA","Bacon County",43,11,25.5813953488372
"391",13007,"GA","Baker County",8,0,0
"392",13009,"GA","Baldwin County",125,15,12
"393",13011,"GA","Banks County",21,0,0
"394",13013,"GA","Barrow County",90,28,31.1111111111111
"395",13015,"GA","Bartow County",159,44,27.6729559748428
"396",13017,"GA","Ben Hill County",29,6,20.6896551724138
"397",13019,"GA","Berrien County",51,6,11.7647058823529
"398",13021,"GA","Bibb County",956,385,40.2719665271967
"399",13023,"GA","Bleckley County",46,7,15.2173913043478
"400",13025,"GA","Brantley County",33,0,0
"401",13027,"GA","Brooks County",50,10,20
"402",13029,"GA","Bryan County",30,5,16.6666666666667
"403",13031,"GA","Bulloch County",234,93,39.7435897435897
"404",13033,"GA","Burke County",83,35,42.1686746987952
"405",13035,"GA","Butts County",85,11,12.9411764705882
"406",13037,"GA","Calhoun County",36,0,0
"407",13039,"GA","Camden County",86,28,32.5581395348837
"408",13043,"GA","Candler County",30,0,0
"409",13045,"GA","Carroll County",173,58,33.5260115606936
"410",13047,"GA","Catoosa County",53,0,0
"411",13049,"GA","Charlton County",24,0,0
"412",13051,"GA","Chatham County",1598,573,35.8573216520651
"413",13053,"GA","Chattahoochee County",9,0,0
"414",13055,"GA","Chattooga County",56,0,0
"415",13057,"GA","Cherokee County",272,65,23.8970588235294
"416",13059,"GA","Clarke County",329,122,37.0820668693009
"417",13061,"GA","Clay County",15,0,0
"418",13063,"GA","Clayton County",1851,564,30.4700162074554
"419",13065,"GA","Clinch County",29,5,17.2413793103448
"420",13067,"GA","Cobb County",2664,688,25.8258258258258
"421",13069,"GA","Coffee County",95,11,11.5789473684211
"422",13071,"GA","Colquitt County",171,83,48.5380116959064
