county_name,PercentIDU,State,totalIDU,Legal,sspExist,sspBurden
Colfax County,0,NM,143,Legal,At least one SSP in state,143
Curry County,0,NM,143,Legal,At least one SSP in state,143
De Baca County,NA,NM,143,Legal,At least one SSP in state,143
Doña Ana County,0,NM,143,Legal,At least one SSP in state,143
Eddy County,0,NM,143,Legal,At least one SSP in state,143
Grant County,0,NM,143,Legal,At least one SSP in state,143
Guadalupe County,NA,NM,143,Legal,At least one SSP in state,143
Harding County,NA,NM,143,Legal,At least one SSP in state,143
Hidalgo County,NA,NM,143,Legal,At least one SSP in state,143
Lea County,0,NM,143,Legal,At least one SSP in state,143
Lincoln County,0,NM,143,Legal,At least one SSP in state,143
Los Alamos County,NA,NM,143,Legal,At least one SSP in state,143
Luna County,0,NM,143,Legal,At least one SSP in state,143
McKinley County,0,NM,143,Legal,At least one SSP in state,143
Mora County,NA,NM,143,Legal,At least one SSP in state,143
Otero County,0,NM,143,Legal,At least one SSP in state,143
Quay County,NA,NM,143,Legal,At least one SSP in state,143
Rio Arriba County,0,NM,143,Legal,At least one SSP in state,143
Roosevelt County,0,NM,143,Legal,At least one SSP in state,143
Sandoval County,0,NM,143,Legal,At least one SSP in state,143
San Juan County,0,NM,143,Legal,At least one SSP in state,143
San Miguel County,0,NM,143,Legal,At least one SSP in state,143
Santa Fe County,0,NM,143,Legal,At least one SSP in state,143
Sierra County,0,NM,143,Legal,At least one SSP in state,143
Socorro County,0,NM,143,Legal,At least one SSP in state,143
Taos County,0,NM,143,Legal,At least one SSP in state,143
Torrance County,0,NM,143,Legal,At least one SSP in state,143
Union County,0,NM,143,Legal,At least one SSP in state,143
Valencia County,0,NM,143,Legal,At least one SSP in state,143
Adams County,NA,IN,1089,Not Legal,At least one SSP in state,99
Allen County,0,IN,1089,Not Legal,At least one SSP in state,99
Bartholomew County,0,IN,1089,Not Legal,At least one SSP in state,99
Benton County,NA,IN,1089,Not Legal,At least one SSP in state,99
Blackford County,0,IN,1089,Not Legal,At least one SSP in state,99
Boone County,0,IN,1089,Not Legal,At least one SSP in state,99
Brown County,0,IN,1089,Not Legal,At least one SSP in state,99
Carroll County,NA,IN,1089,Not Legal,At least one SSP in state,99
Cass County,0,IN,1089,Not Legal,At least one SSP in state,99
Clark County,0,IN,1089,Not Legal,At least one SSP in state,99
Clay County,0,IN,1089,Not Legal,At least one SSP in state,99
Clinton County,0,IN,1089,Not Legal,At least one SSP in state,99
Crawford County,NA,IN,1089,Not Legal,At least one SSP in state,99
Daviess County,0,IN,1089,Not Legal,At least one SSP in state,99
Dearborn County,0,IN,1089,Not Legal,At least one SSP in state,99
Decatur County,0,IN,1089,Not Legal,At least one SSP in state,99
DeKalb County,0,IN,1089,Not Legal,At least one SSP in state,99
Delaware County,0,IN,1089,Not Legal,At least one SSP in state,99
Dubois County,0,IN,1089,Not Legal,At least one SSP in state,99
Elkhart County,0,IN,1089,Not Legal,At least one SSP in state,99
Fayette County,0,IN,1089,Not Legal,At least one SSP in state,99
Floyd County,0,IN,1089,Not Legal,At least one SSP in state,99
Fountain County,NA,IN,1089,Not Legal,At least one SSP in state,99
Franklin County,0,IN,1089,Not Legal,At least one SSP in state,99
Fulton County,0,IN,1089,Not Legal,At least one SSP in state,99
Gibson County,0,IN,1089,Not Legal,At least one SSP in state,99
Grant County,0,IN,1089,Not Legal,At least one SSP in state,99
Greene County,0,IN,1089,Not Legal,At least one SSP in state,99
Hamilton County,0,IN,1089,Not Legal,At least one SSP in state,99
Hancock County,0,IN,1089,Not Legal,At least one SSP in state,99
Harrison County,0,IN,1089,Not Legal,At least one SSP in state,99
Hendricks County,0,IN,1089,Not Legal,At least one SSP in state,99
Henry County,0,IN,1089,Not Legal,At least one SSP in state,99
Howard County,0,IN,1089,Not Legal,At least one SSP in state,99
Huntington County,0,IN,1089,Not Legal,At least one SSP in state,99
Jackson County,0,IN,1089,Not Legal,At least one SSP in state,99
Jasper County,0,IN,1089,Not Legal,At least one SSP in state,99
Jay County,0,IN,1089,Not Legal,At least one SSP in state,99
Jefferson County,0,IN,1089,Not Legal,At least one SSP in state,99
Jennings County,0,IN,1089,Not Legal,At least one SSP in state,99
Johnson County,0,IN,1089,Not Legal,At least one SSP in state,99
Knox County,0,IN,1089,Not Legal,At least one SSP in state,99
Kosciusko County,0,IN,1089,Not Legal,At least one SSP in state,99
Lagrange County,0,IN,1089,Not Legal,At least one SSP in state,99
Lake County,0,IN,1089,Not Legal,At least one SSP in state,99
LaPorte County,0,IN,1089,Not Legal,At least one SSP in state,99
Lawrence County,0,IN,1089,Not Legal,At least one SSP in state,99
Madison County,0,IN,1089,Not Legal,At least one SSP in state,99
Marion County,24.9541704857929,IN,1089,Not Legal,At least one SSP in state,99
Marshall County,0,IN,1089,Not Legal,At least one SSP in state,99
Martin County,0,IN,1089,Not Legal,At least one SSP in state,99
Miami County,0,IN,1089,Not Legal,At least one SSP in state,99
Monroe County,0,IN,1089,Not Legal,At least one SSP in state,99
Montgomery County,0,IN,1089,Not Legal,At least one SSP in state,99
Morgan County,0,IN,1089,Not Legal,At least one SSP in state,99
Newton County,0,IN,1089,Not Legal,At least one SSP in state,99
Noble County,0,IN,1089,Not Legal,At least one SSP in state,99
Ohio County,NA,IN,1089,Not Legal,At least one SSP in state,99
Orange County,0,IN,1089,Not Legal,At least one SSP in state,99
Owen County,0,IN,1089,Not Legal,At least one SSP in state,99
Parke County,0,IN,1089,Not Legal,At least one SSP in state,99
Perry County,0,IN,1089,Not Legal,At least one SSP in state,99
Pike County,NA,IN,1089,Not Legal,At least one SSP in state,99
Porter County,0,IN,1089,Not Legal,At least one SSP in state,99
Posey County,0,IN,1089,Not Legal,At least one SSP in state,99
Pulaski County,0,IN,1089,Not Legal,At least one SSP in state,99
Putnam County,0,IN,1089,Not Legal,At least one SSP in state,99
Randolph County,0,IN,1089,Not Legal,At least one SSP in state,99
Ripley County,0,IN,1089,Not Legal,At least one SSP in state,99
Rush County,0,IN,1089,Not Legal,At least one SSP in state,99
St. Joseph County,0,IN,1089,Not Legal,At least one SSP in state,99
Scott County,0,IN,1089,Not Legal,At least one SSP in state,99
Shelby County,0,IN,1089,Not Legal,At least one SSP in state,99
Spencer County,0,IN,1089,Not Legal,At least one SSP in state,99
Starke County,0,IN,1089,Not Legal,At least one SSP in state,99
Steuben County,0,IN,1089,Not Legal,At least one SSP in state,99
Sullivan County,0,IN,1089,Not Legal,At least one SSP in state,99
Switzerland County,0,IN,1089,Not Legal,At least one SSP in state,99
Tippecanoe County,0,IN,1089,Not Legal,At least one SSP in state,99
Tipton County,NA,IN,1089,Not Legal,At least one SSP in state,99
Union County,NA,IN,1089,Not Legal,At least one SSP in state,99
Vanderburgh County,0,IN,1089,Not Legal,At least one SSP in state,99
Vermillion County,NA,IN,1089,Not Legal,At least one SSP in state,99
Vigo County,0,IN,1089,Not Legal,At least one SSP in state,99
Wabash County,0,IN,1089,Not Legal,At least one SSP in state,99
Warren County,NA,IN,1089,Not Legal,At least one SSP in state,99
Warrick County,0,IN,1089,Not Legal,At least one SSP in state,99
Washington County,0,IN,1089,Not Legal,At least one SSP in state,99
Wayne County,0,IN,1089,Not Legal,At least one SSP in state,99
Wells County,0,IN,1089,Not Legal,At least one SSP in state,99
White County,0,IN,1089,Not Legal,At least one SSP in state,99
Whitley County,0,IN,1089,Not Legal,At least one SSP in state,99
Adams County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Asotin County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Benton County,5,WA,1597,Legal,At least one SSP in state,88.7222222222222
Chelan County,10.4166666666667,WA,1597,Legal,At least one SSP in state,88.7222222222222
Clallam County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Clark County,15.955766192733,WA,1597,Legal,At least one SSP in state,88.7222222222222
Columbia County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Cowlitz County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Douglas County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Ferry County,NA,WA,1597,Legal,At least one SSP in state,88.7222222222222
Franklin County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Garfield County,NA,WA,1597,Legal,At least one SSP in state,88.7222222222222
Grant County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Grays Harbor County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Island County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Jefferson County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
King County,12.7390499691548,WA,1597,Legal,At least one SSP in state,88.7222222222222
Kitsap County,8.8339222614841,WA,1597,Legal,At least one SSP in state,88.7222222222222
Kittitas County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Klickitat County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Lewis County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Lincoln County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Mason County,9.72222222222222,WA,1597,Legal,At least one SSP in state,88.7222222222222
Okanogan County,25,WA,1597,Legal,At least one SSP in state,88.7222222222222
Pacific County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Pend Oreille County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Pierce County,19.3233082706767,WA,1597,Legal,At least one SSP in state,88.7222222222222
San Juan County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Skagit County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Skamania County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Snohomish County,20.7750269106566,WA,1597,Legal,At least one SSP in state,88.7222222222222
Spokane County,11.2338858195212,WA,1597,Legal,At least one SSP in state,88.7222222222222
Stevens County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Thurston County,13.0111524163569,WA,1597,Legal,At least one SSP in state,88.7222222222222
Wahkiakum County,NA,WA,1597,Legal,At least one SSP in state,88.7222222222222
Walla Walla County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Whatcom County,16.5,WA,1597,Legal,At least one SSP in state,88.7222222222222
Whitman County,0,WA,1597,Legal,At least one SSP in state,88.7222222222222
Yakima County,18.3760683760684,WA,1597,Legal,At least one SSP in state,88.7222222222222
Adair County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Allen County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Anderson County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Ballard County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Barren County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Bath County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Bell County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Boone County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Bourbon County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Boyd County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Boyle County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Bracken County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Breathitt County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Breckinridge County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Bullitt County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Butler County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Caldwell County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Calloway County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Campbell County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Carlisle County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Carroll County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Carter County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Casey County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Christian County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Clark County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Clay County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Clinton County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Crittenden County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Cumberland County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Daviess County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Edmonson County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Elliott County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Estill County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Fayette County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Fleming County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Floyd County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Franklin County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Fulton County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Gallatin County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Garrard County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Grant County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Graves County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Grayson County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Green County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Greenup County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Hancock County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Hardin County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Harlan County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Harrison County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Hart County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Henderson County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Henry County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Hickman County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Hopkins County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Jackson County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Jefferson County,18.8322839152833,KY,329,Legal,At least one SSP in state,29.9090909090909
Jessamine County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Johnson County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Kenton County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Knott County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Knox County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Larue County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Laurel County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Lawrence County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Lee County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Leslie County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Letcher County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Lewis County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Lincoln County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Livingston County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Logan County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Lyon County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
McCracken County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Mccreary County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
McLean County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Madison County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Magoffin County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Marion County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Marshall County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Martin County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Mason County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Meade County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Menifee County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Mercer County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Metcalfe County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Monroe County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Montgomery County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Morgan County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Muhlenberg County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Nelson County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Nicholas County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Ohio County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Oldham County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Owen County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Owsley County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Pendleton County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Perry County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Pike County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Powell County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Pulaski County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Robertson County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Rockcastle County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Rowan County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Russell County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Scott County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Shelby County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Simpson County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Spencer County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Taylor County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Todd County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Trigg County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Trimble County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Union County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Warren County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Washington County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Wayne County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Webster County,NA,KY,329,Legal,At least one SSP in state,29.9090909090909
Whitley County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Wolfe County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Woodford County,0,KY,329,Legal,At least one SSP in state,29.9090909090909
Barbour County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Berkeley County,25,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Boone County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Braxton County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Brooke County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Cabell County,28,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Calhoun County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Clay County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Doddridge County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Fayette County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Gilmer County,25,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Grant County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Greenbrier County,38.8888888888889,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Hampshire County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Hancock County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Hardy County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Harrison County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Jackson County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Jefferson County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Kanawha County,18.7116564417178,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Lewis County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Lincoln County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Logan County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Mcdowell County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Marion County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Marshall County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Mason County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Mercer County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Mineral County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Mingo County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Monongalia County,9.375,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Monroe County,37.1428571428571,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Morgan County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Nicholas County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Ohio County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Pendleton County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Pleasants County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Pocahontas County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Preston County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Putnam County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Raleigh County,27.3504273504274,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Randolph County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Ritchie County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Roane County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Summers County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Taylor County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Tucker County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Tyler County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Upshur County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Wayne County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Webster County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Wetzel County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Wirt County,NA,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Wood County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Wyoming County,0,WV,214,Not Legal,At least one SSP in state,19.4545454545455
Addison County,0,VT,54,Legal,At least one SSP in state,18
Bennington County,17.0212765957447,VT,54,Legal,At least one SSP in state,18
Caledonia County,0,VT,54,Legal,At least one SSP in state,18
Chittenden County,15.4205607476636,VT,54,Legal,At least one SSP in state,18
Essex County,0,VT,54,Legal,At least one SSP in state,18
Franklin County,0,VT,54,Legal,At least one SSP in state,18
Grand Isle County,0,VT,54,Legal,At least one SSP in state,18
Lamoille County,0,VT,54,Legal,At least one SSP in state,18
Orange County,0,VT,54,Legal,At least one SSP in state,18
Orleans County,0,VT,54,Legal,At least one SSP in state,18
Rutland County,11.1111111111111,VT,54,Legal,At least one SSP in state,18
Washington County,0,VT,54,Legal,At least one SSP in state,18
Windham County,0,VT,54,Legal,At least one SSP in state,18
Windsor County,11.1111111111111,VT,54,Legal,At least one SSP in state,18
Beaverhead County,NA,MT,27,Not Legal,At least one SSP in state,9
Big Horn County,0,MT,27,Not Legal,At least one SSP in state,9
Blaine County,NA,MT,27,Not Legal,At least one SSP in state,9
Broadwater County,NA,MT,27,Not Legal,At least one SSP in state,9
Carbon County,0,MT,27,Not Legal,At least one SSP in state,9
Carter County,NA,MT,27,Not Legal,At least one SSP in state,9
Cascade County,0,MT,27,Not Legal,At least one SSP in state,9
Chouteau County,NA,MT,27,Not Legal,At least one SSP in state,9
Custer County,NA,MT,27,Not Legal,At least one SSP in state,9
Daniels County,NA,MT,27,Not Legal,At least one SSP in state,9
Dawson County,NA,MT,27,Not Legal,At least one SSP in state,9
Deer Lodge County,NA,MT,27,Not Legal,At least one SSP in state,9
Fallon County,NA,MT,27,Not Legal,At least one SSP in state,9
Fergus County,NA,MT,27,Not Legal,At least one SSP in state,9
Flathead County,0,MT,27,Not Legal,At least one SSP in state,9
Gallatin County,0,MT,27,Not Legal,At least one SSP in state,9
Garfield County,NA,MT,27,Not Legal,At least one SSP in state,9
Glacier County,NA,MT,27,Not Legal,At least one SSP in state,9
Golden Valley County,NA,MT,27,Not Legal,At least one SSP in state,9
Granite County,NA,MT,27,Not Legal,At least one SSP in state,9
Hill County,NA,MT,27,Not Legal,At least one SSP in state,9
Jefferson County,0,MT,27,Not Legal,At least one SSP in state,9
Judith Basin County,NA,MT,27,Not Legal,At least one SSP in state,9
Lake County,0,MT,27,Not Legal,At least one SSP in state,9
Lewis and Clark County,0,MT,27,Not Legal,At least one SSP in state,9
Liberty County,NA,MT,27,Not Legal,At least one SSP in state,9
Lincoln County,0,MT,27,Not Legal,At least one SSP in state,9
Mccone County,NA,MT,27,Not Legal,At least one SSP in state,9
Madison County,0,MT,27,Not Legal,At least one SSP in state,9
Meagher County,NA,MT,27,Not Legal,At least one SSP in state,9
Mineral County,NA,MT,27,Not Legal,At least one SSP in state,9
Missoula County,5.83333333333333,MT,27,Not Legal,At least one SSP in state,9
Musselshell County,NA,MT,27,Not Legal,At least one SSP in state,9
Park County,0,MT,27,Not Legal,At least one SSP in state,9
Petroleum County,NA,MT,27,Not Legal,At least one SSP in state,9
Phillips County,NA,MT,27,Not Legal,At least one SSP in state,9
Pondera County,NA,MT,27,Not Legal,At least one SSP in state,9
Powder River County,NA,MT,27,Not Legal,At least one SSP in state,9
Powell County,0,MT,27,Not Legal,At least one SSP in state,9
Prairie County,NA,MT,27,Not Legal,At least one SSP in state,9
Ravalli County,0,MT,27,Not Legal,At least one SSP in state,9
Richland County,NA,MT,27,Not Legal,At least one SSP in state,9
Roosevelt County,NA,MT,27,Not Legal,At least one SSP in state,9
Rosebud County,NA,MT,27,Not Legal,At least one SSP in state,9
Sanders County,NA,MT,27,Not Legal,At least one SSP in state,9
Sheridan County,NA,MT,27,Not Legal,At least one SSP in state,9
Silver Bow County,0,MT,27,Not Legal,At least one SSP in state,9
Stillwater County,NA,MT,27,Not Legal,At least one SSP in state,9
Sweet Grass County,NA,MT,27,Not Legal,At least one SSP in state,9
Teton County,NA,MT,27,Not Legal,At least one SSP in state,9
Toole County,NA,MT,27,Not Legal,At least one SSP in state,9
Treasure County,NA,MT,27,Not Legal,At least one SSP in state,9
Valley County,NA,MT,27,Not Legal,At least one SSP in state,9
Wheatland County,NA,MT,27,Not Legal,At least one SSP in state,9
Wibaux County,NA,MT,27,Not Legal,At least one SSP in state,9
Yellowstone County,14.9253731343284,MT,27,Not Legal,At least one SSP in state,9
Kent County,0,DE,0,Legal,No SSPs in state,0
New Castle County,0,DE,0,Legal,No SSPs in state,0
Sussex County,0,DE,0,Legal,No SSPs in state,0
Ada County,0,ID,0,Not Legal,No SSPs in state,0
Adams County,NA,ID,0,Not Legal,No SSPs in state,0
Bannock County,0,ID,0,Not Legal,No SSPs in state,0
Bear Lake County,NA,ID,0,Not Legal,No SSPs in state,0
Benewah County,NA,ID,0,Not Legal,No SSPs in state,0
Bingham County,0,ID,0,Not Legal,No SSPs in state,0
Blaine County,0,ID,0,Not Legal,No SSPs in state,0
Boise County,NA,ID,0,Not Legal,No SSPs in state,0
Bonner County,0,ID,0,Not Legal,No SSPs in state,0
Bonneville County,0,ID,0,Not Legal,No SSPs in state,0
Boundary County,NA,ID,0,Not Legal,No SSPs in state,0
Butte County,NA,ID,0,Not Legal,No SSPs in state,0
Camas County,NA,ID,0,Not Legal,No SSPs in state,0
Canyon County,0,ID,0,Not Legal,No SSPs in state,0
Caribou County,NA,ID,0,Not Legal,No SSPs in state,0
